Connecting to host 10.0.0.1, port 5566
[ 24] local 10.0.0.3 port 49710 connected to 10.0.0.1 port 5566
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[ 24]  23.80-23.90  sec  12.5 MBytes  1.04 Gbits/sec    0   8.26 MBytes       
[ 24]  23.90-24.00  sec  21.2 MBytes  1.81 Gbits/sec    0   8.26 MBytes       
[ 24]  24.00-24.10  sec  22.5 MBytes  1.84 Gbits/sec    0   8.26 MBytes       
[ 24]  24.10-24.20  sec  33.8 MBytes  2.93 Gbits/sec    0   8.26 MBytes       
[ 24]  24.20-24.30  sec   120 MBytes  9.99 Gbits/sec    0   8.26 MBytes       
[ 24]  24.30-24.40  sec   148 MBytes  12.4 Gbits/sec    0   8.26 MBytes       
[ 24]  24.40-24.50  sec  92.5 MBytes  7.74 Gbits/sec    0   8.26 MBytes       
[ 24]  24.50-24.60  sec   105 MBytes  8.81 Gbits/sec    0   8.26 MBytes       
[ 24]  24.60-24.70  sec  63.8 MBytes  5.37 Gbits/sec    0   8.26 MBytes       
[ 24]  24.70-24.80  sec  56.2 MBytes  4.72 Gbits/sec    0   8.26 MBytes       
[ 24]  24.80-24.90  sec  60.0 MBytes  5.00 Gbits/sec    0   8.26 MBytes       
[ 24]  24.90-25.00  sec  21.2 MBytes  1.79 Gbits/sec    0   8.26 MBytes       
[ 24]  25.00-25.10  sec  50.0 MBytes  4.19 Gbits/sec    0   8.26 MBytes       
[ 24]  25.10-25.20  sec   102 MBytes  8.65 Gbits/sec    0   8.26 MBytes       
[ 24]  25.20-25.30  sec   119 MBytes  9.95 Gbits/sec    0   8.26 MBytes       
[ 24]  25.30-25.41  sec   122 MBytes  9.20 Gbits/sec    0   8.26 MBytes       
[ 24]  25.41-25.51  sec   134 MBytes  11.0 Gbits/sec    0   8.26 MBytes       
[ 24]  25.51-25.61  sec   160 MBytes  13.4 Gbits/sec    0   8.26 MBytes       
[ 24]  25.61-25.70  sec   158 MBytes  15.1 Gbits/sec    0   8.26 MBytes       
[ 24]  25.70-25.80  sec  38.8 MBytes  3.22 Gbits/sec    0   8.26 MBytes       
[ 24]  25.80-25.91  sec  80.0 MBytes  5.99 Gbits/sec    0   8.26 MBytes       
[ 24]  25.91-26.00  sec  57.5 MBytes  5.60 Gbits/sec    0   8.26 MBytes       
[ 24]  26.00-26.11  sec  86.2 MBytes  6.62 Gbits/sec    0   8.26 MBytes       
